Study number,Study authors & year,Number of samples,Number of mislabeled samples,fraction fish mislabeled,Fraud map category,Sampling Area (where retail fish purchased),Country,Date of Study,repeat?,fish name (sortable),seafood type,Label,Actual. (Latin),Actual. (Common),Species group,Total. N (mislabeled),Point in supply chain,Amount of processing,Notes,Health Risk,Species Geographic Range,IUCN Conservation Status,Reference ,Publishing date,Type of study,Website,In fraud map?,Fraud Map ID#,In endnote?,Mislabeling (DNA verified),Potentially Farmed?,farmed n,Fraud/mislabeling?,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Eastern Shore",crab,Eastern Shore Crab Cake,Portunus spp.,swimming crab,crab,1,retail,,,EC,,,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,Maryland Crab Cake Sandwich,Callinectes bellicosus,Cortez swimming crab,crab,1,retail,,,na,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,Maryland Crab Cake,Charybdis spp.,swimming crab,crab,1,retail,,,,,,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,"crab, MD crab cake jumbo lump",Portunus hannnii,Red Swimming Crabs,crab,1,retail,,,EC,,,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,Crab Cakes MD,Portunus pelagicus,Blue swimming crab,crab,1,retail,,,EC,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,Fresh Maryland Jumbo Lump Crab Cake,Portunus pelagicus,Blue swimming crab,crab,1,retail,,,EC,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,jumbo lump crab cake MD,Portunus pelagicus,Blue swimming crab,crab,1,retail,,,EC,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,lump crab cake (MD),Portunus pelagicus,Blue swimming crab,crab,1,retail,,,EC,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,Maryland Crab,Portunus pelagicus,Blue swimming crab,crab,1,retail,,,EC,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,Maryland crab cake,Portunus pelagicus,Blue swimming crab,crab,1,retail,,,EC,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,Maryland Crab Cake,Portunus pelagicus,Blue swimming crab,crab,1,retail,,,EC,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,Maryland Crab Cake Sandwich,Portunus pelagicus,Blue swimming crab,crab,1,retail,,,EC,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,Maryland Crab Cake Sandwich,Portunus pelagicus,Blue swimming crab,crab,1,retail,,,EC,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,Maryland crab cake sandwich,Portunus pelagicus,Blue swimming crab,crab,1,retail,,,EC,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,Maryland Crab Cake Sandwich,Portunus pelagicus,Blue swimming crab,crab,1,retail,,,EC,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,Maryland Crab Cakes,Portunus pelagicus,Blue swimming crab,crab,1,retail,,,EC,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,Maryland Crab Cakes ,Portunus pelagicus,Blue swimming crab,crab,1,retail,,,EC,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,Maryland jumbo lump crab cake ,Portunus pelagicus,Blue swimming crab,crab,1,retail,,,EC,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,MD jumbo lump crab cake,Portunus pelagicus,Blue swimming crab,crab,1,retail,,,EC,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,Authentic Maryland lump crab cake,Portunus pseudoargentatus,Not Specified,Not Specified,1,retail,,,EC,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,Maryland crab cake,Portunus sanguinolentus,three spot swimming crab,crab,1,retail,,,EC,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,Maryland crabcakes,Portunus sanguinolentus,three spot swimming crab,crab,1,retail,,,EC,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,Maryland Crab Cake (sandwich),Portunus spp.,swimming crab,crab,1,retail,,,EC,,,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,Maryland Lump Crab Cake (Appetizer),Portunus spp.,swimming crab,crab,1,retail,,,EC,,,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland",crab,MD jumbo lump crab cake sandwich,Portunus trituberculatus,gazami crab,crab,1,retail,,,EC,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland Blue ",crab,Crab Balls  Maryland True Blue,Callinectes bellicosus,Cortez swimming crab,crab,1,retail,,,na,,NE,,2015,,,yes,,,,,,,,,,,,,,,
123,Warner et al. 2015,,,,,"USA: Maryland, Washington DC",USA,2014,,"crab, Maryland Blue ",crab,Maryland Blue Crab Sandwich,Portunus pseudoargentatus,Not Specified,Not Specified,1,retail,,,EC,,NE,,2015,,,yes,,,,,,,,,,,,,,,
124,Anon 1915,,,,instance,New York City,USA,1915,,swordfish,swordfish,swordfish,Elasmobrachii,Elasmobranch,shark,16,retail,,"16 sharks, sand, shovel nosed, maneater-two tons",M,,,"Anonymous. (1915, September 10, 1915). Shark Meat in Market, New York Times.",1915,Journalism (Secondary),http://query.nytimes.com/mem/archive-free/pdf?res=9A03E7DF1239E333A25753C1A96F9C946496D6CF ,yes,31,yes,,,,,,,,,,,,,
125,"Strickland, Bait & Switch 2015",34,7,0.21,instance,"Atlanta, GA",USA,2015,,grouper,grouper,grouper,Pangasius spp.,asian catfish,"catfish, asian ",7,retail,,7/19 restaurants and 0/15 markets mislabeled,EC+AqD,,,"Jim Strickland, Terah Boyd. ""Bait and Switch: Metro Restaurants Mislabeling Fish."" Atlanta Journal. Constitution 2015.",2015,journalism (Primary),http://www.ajc.com/news/entertainment/dining/bait-and-switch-metro-restaurants-mislabeling-fish/nk45Q/,yes,,yes,yes,yes,7,,,,,,,,,,
127,Burros 1987,1,1,,instance,"New York, New York",USA,1987,,shellfish,shellfish,"Shrimp, crabs, scallops, lobsters",Not Specified,Surimi,Surimi,1,retail,,NY Times 1987 story,,,,"Burros, M. (1987). Surimi, the Poseur for Costly Seafood, New York Times. October 10, 1987. ",1987,Journalism (Secondary),http://www.nytimes.com/1987/10/10/style/de-gustibus-surimi-the-poseur-for-costly-seafood.html ,yes,71,yes,,,,,,,,,,,,,
145,Inside Edition 2015,,,,,"Los Angeles, New York",USA,2015,,red snapper,snapper,red snapper,Not Specified,tilapia,tilapia,,restaurant,sushi,,,,,,2015,journalism (Primary),,yes,,yes,yes,,,yes,,,,,,,,,
145,Inside Edition 2015,25,17,0.68,50-75,"Los Angeles, New York",USA,2015,,white tuna,tuna,white tuna,Not Specified,escolar,Escolar/oilfish,,restaurant,sushi,,,,,"Inside Edition (2015) Instead of White Tuna, Some Sushi Restaurants Secretly Serve Cheap Fish That May Cause Sickness.  ",2015,journalism (Primary),,yes,,yes,yes,,,yes,,,,,,,,,
146,Inside Edition 2016,28,9.8,0.35,25-50,,USA,2015-2016,,lobster,lobster,lobster,Not Specified,whiting,whiting,,restaurant,prepared meal,,,,,"Inside Edition (2016) A Third of Tested Restaurant Lobster Dishes Actually Contain Cheaper Seafood, Investigation Shows. Inside Edition  ",2016,journalism (Primary),,yes,,yes,yes,,,yes,,,,,,,,,
146,Inside Edition 2016,,,,,,USA,2015-2016,,lobster,lobster,lobster,Not Specified,langostino,langostino,,restaurant,prepared meal,,,,,,2016,journalism (Primary),,yes,,yes,yes,,,yes,,,,,,,,,
147,Khaksar et al. 2015,,,,,"San Francisco, CA; Austin, TX; New York, NY",USA,2014,,"catfish, basa","catfish, asian",basa,Pangasius hypophthalmus,"catfish, striped","catfish, asian ",1,restaurant,sushi,,EC+AqD,,,,2015,Peer Reviewed Journal. Article,,yes,,yes,yes,yes,,yes,,,,,,,,,
147,Khaksar et al. 2015,,,,,"San Francisco, CA; Austin, TX; New York, NY",USA,2014,,fluke,fluke,fluke,Paralichthys olivaceus,Olive Flounder,flounder,6,restaurant,sushi,,P+EC,,NE,,2015,Peer Reviewed Journal. Article,,yes,,yes,yes,,,yes,,,,,,,,,
147,Khaksar et al. 2015,,,,,"San Francisco, CA; Austin, TX; New York, NY",USA,2014,,"mackerel, Spanish",mackerel,Spanish mackerel,Trachurus japonicus,"mackerel, Japanese horse",mackerel,1,restaurant,sushi,,P+H,,NE,,2015,Peer Reviewed Journal. Article,,yes,,yes,yes,,,yes,,,,,,,,,
147,Khaksar et al. 2015,,,,,"San Francisco, CA",USA,2014,,"mussel, black",mussel,black mussel,Mytilus trossulus,"mussel, foolish",mussel,1,"retail, wholesale",not specified,,P+NT+EC,,NE,,2015,Peer Reviewed Journal. Article,,yes,,yes,yes,,,yes,,,,,,,,,
147,Khaksar et al. 2015,,,,,"San Francisco, CA; Austin, TX; New York, NY",USA,2014,,"salmon, Pacific",salmon,Pacific salmon,Salmo salar,"salmon, Atlantic",salmon,1,restaurant,sushi,,EC+AqD+P,,,,2015,Peer Reviewed Journal. Article,,yes,,yes,yes,yes,,yes,,,,,,,,,
147,Khaksar et al. 2015,216,30,0.14,0-25,"San Francisco, CA; Austin, TX; New York, NY",USA,2014,,seabass,seabass,seabass,Oreochromis niloticus,"tilapia, Nile",tilapia,1,restaurant,sushi,,EC+AqD,,,"Khaksar, R., et al. (2015). ""Unmasking seafood mislabeling in U.S. markets: DNA barcoding as a unique technology for food authentication and quality control."" Food Control 56: 71-76.",2015,Peer Reviewed Journal. Article,,yes,,yes,yes,yes,,yes,,,,,,,,,
147,Khaksar et al. 2015,,,,,"San Francisco, CA; Austin, TX; New York, NY",USA,2014,,seabass,seabass,seabass,Pagrus major,"seabream, red",seabream,2,restaurant,sushi,,,,LC,,2015,Peer Reviewed Journal. Article,,yes,,yes,yes,yes,,yes,,,,,,,,,
147,Khaksar et al. 2015,,,,,"San Francisco, CA; Austin, TX; New York, NY",USA,2014,,seabass,seabass,seabass,Paralichthys dentatus,"flounder, summer",flounder,1,restaurant,sushi,,P+EC,,LC,,2015,Peer Reviewed Journal. Article,,yes,,yes,yes,,,yes,,,,,,,,,
147,Khaksar et al. 2015,,,,,"San Francisco, CA; Austin, TX; New York, NY",USA,2014,,snapper,snapper,snapper,Oreochromis spp.,not specified,tilapia,1,restaurant,sushi,"most likely tilapia, based on oreochromis internet search",EC+AqD,,,,2015,Peer Reviewed Journal. Article,,yes,,yes,yes,yes,,yes,,,,,,,,,
147,Khaksar et al. 2015,,,,,"San Francisco, CA; Austin, TX; New York, NY",USA,2014,,"snapper, Red japanese",snapper,red Japanese snapper,Oreochromis spp.,not specified,tilapia,8,restaurant,sushi,"most likely tilapia, based on oreochromis internet search",,,,,2015,Peer Reviewed Journal. Article,,yes,,yes,yes,yes,,yes,,,,,,,,,
147,Khaksar et al. 2015,,,,,"San Francisco, CA; Austin, TX; New York, NY",USA,2014,,"snapper, Red japanese",snapper,red Japanese snapper,Pagrus major,"seabream, red",seabream,8,restaurant,sushi,,,,LC,,2015,Peer Reviewed Journal. Article,,yes,,yes,yes,yes,,yes,,,,,,,,,
148,FDA most wanted 2014,,,,,,USA,2007-2009,,flounder,flounder,flounder,Not Specified,catfish,catfish,,shipping,not specified,,,,,,2014,Government report,,no,,yes,not specified,,,yes,,,,,,,,,
148,FDA most wanted 2014,,,,,,USA,2007-2009,,grouper,grouper,grouper,Not Specified,catfish,catfish,,shipping,not specified,,,,,,2014,Government report,,no,,yes,not specified,,,yes,,,,,,,,,
148,FDA most wanted 2014,,,,,,USA,2007-2009,,"pike, conger",conger,conger pike,Not Specified,catfish,catfish,,shipping,not specified,,,,,,2014,Government report,,no,,yes,not specified,,,yes,,,,,,,,,
148,FDA most wanted 2014,not specified,over 10.7 million pounds,,instance,,USA,2007-2009,,sole,sole,sole,Not Specified,catfish,catfish,,shipping,not specified,"12 people convicted or pleaded guilty, man named Nhan Huhn Dat Nguyen fled to Vietnam",,,,,2014,Government report,,no,,yes,not specified,,,yes,,,,,,,,,
149,Wang & Hsieh 2016,38,8,0.21,0-25,medium size city in SE US,USA,2013-2014,,catfish,catfish,catfish,Pangasius spp.,"basa, tra/swai (catfish)","catfish, asian ",4,restaurant,prepared meal,"9 other samples didn't identify type of fish, 6 of these turned out to be asian catfish",,,,"Wang, D., & Hsieh, Y.-H. P. (2016). The use of imported pangasius fish in local. restaurants. Food Control, 65, 136-142. doi:http://dx.doi.org/10.1016/j.foodcont.2016.01.016",2016,Peer Reviewed Journal. Article,,yes,,yes,yes,yes,,yes,,,,,,,,,
149,Wang & Hsieh 2016,,,,,medium size city in SE US,USA,2013-2014,,grouper,grouper,grouper,Pangasius spp.,"basa, tra/swai (catfish)","catfish, asian ",4,restaurant,prepared meal,,,,,,2016,Peer Reviewed Journal. Article,,yes,,yes,yes,yes,,yes,,,,,,,,,
150,DOJ 2015a,not specified,not specified,not specified,instance,"NC (company), LA (purchaser)",USA,,,"shrimp, USA",shrimp,US wild caught shrimp,Not Specified,"shrimp, imported farmed",shrimp,,distributor,,,EC+AqD,,,United States Department of Justice (2015). North Carolina seafood processor and distributor sentenced for mislabeling shrimp. Department of Justice.,2015,Government report,,yes,,yes,,,,,,,,,,,,,
151,DOJ 2015b,not specified,not specified,not specified,instance,"Brownsville, TX (company), New Orleans, LA (purchaser)",USA,2012,,"shrimp, domestic wild",shrimp,US wild caught gulf shrimp,Not Specified,"shrimp, Mexico","shrimp, imported",,distributor,,,,,,United States Department of Justice (2015). Texas Company Sentenced for Mislabeling Mexican Shrimp as Caught in United States Waters.,2015,Government report,,yes,,yes,,,,,,,,,,,,,
152,DOJ 2014,not specified,not specified,not specified,instance,"Miami, FL (company)",USA,2010,,salmon,salmon,salmon,Oncorhynchus mykiss,"trout, steelhead",trout,,importer,,,P,,NE,United States Department of Justice (2014). Miami Seafood Firm Pleads Guilty And Is Sentenced For Imported Seafood Labelling Fraud. U. S. D. o. Justice.,2014,Government report,,yes,,yes,,yes,,,,,,,,,,,
153,DOJ 2009,,,,instance,VA (company),USA,2004-2006,,channa,channa,channa,Pangasius hypophthalmus,Striped Catfish (Swai/ Sutchi) ,"catfish, asian ",,,,,EC+AqD,,,,2009,,,no,,yes,,,,,,,,,,,,,
153,DOJ 2009,,,,instance,VA (company),USA,2004-2006,,flounder,flounder,flounder,Pangasius hypophthalmus,Striped Catfish (Swai/ Sutchi) ,"catfish, asian ",,wholesale,,,EC+AqD,,,,2009,,,no,,yes,,,,,,,,,,,,,
153,DOJ 2009,,,,instance,VA (company),USA,2004-2006,,grouper,grouper,grouper,Pangasius hypophthalmus,Striped Catfish (Swai/ Sutchi) ,"catfish, asian ",,importer,,,EC+AqD,,,,2009,,,no,,yes,,,,,,,,,,,,,
153,"DOJ 2009, DOJ 2008b",,,,instance,VA (company),USA,2004-2006,,"pike, conger",eel,conger pike,Pangasius hypophthalmus,Striped Catfish (Swai/ Sutchi) ,"catfish, asian ",,,,,EC+AqD,,,,2009,,,no,,yes,,,,,,,,,,,,,
153,"DOJ 2009, DOJ 2008a",,,,instance,VA (company),USA,2004-2006,,snakehead,snakehead,snakehead,Pangasius hypophthalmus,Striped Catfish (Swai/ Sutchi) ,"catfish, asian ",,wholesale,,,EC+AqD,,,,2009,,,yes,,yes,,yes,,,,,,,,,,,
153,"DOJ 2009, DOJ 2008a, DOJ 2008b",not specified,not specified,not specified,instance,VA (company),USA,2004-2006,,sole,sole,sole,Pangasius hypophthalmus,Striped Catfish (Swai/ Sutchi) ,"catfish, asian ",,importer,,,EC+AqD,,,1) United States Department of Justice (2009). President of Company That Illegally Imported Catfish Sentenced to More Than Five Years in Federal. Prison. United States Department of Justice 2) United States Department of Justice (2008). Illinois Resident Pleads Guilty to Illegally Dealing in Falsely Labeled Fish from Vietnam. United States Department of Justice. 3) United States Department of Justice. (2008). Illinois Corporation Pleads Guilty to Illegally Dealing in Falsely Labeled Fish from Vietnam. United States Department of Justice Retrieved from https://www.justice.gov/archive/opa/pr/2008/March/08_enrd_199.html.,2009,Government report,,yes,,yes,,yes,,,,,,,,,,,
154,Dujardin & Dietrich 2015,not specified,not specified,not specified,instance,"Newport News, VA (company), VA, DE, NC (purchasers)",USA,2014-2015,,"crab, Blue ",crab,Atlantic blue crab,Portunus pelagicus,swimming crab,crab,,,,,EC,,NE,"Dujardin, P. and T. Dietrich (2015). Feds investigating Casey's Seafood on mixing Atlantic blue crab with imports. Daily Press.",2015,Journalism,,yes,,yes,,,,,,,,,,,,,
155,DOJ 2011d,not specified,not specified,not specified,instance,MA (company),USA,2009,,cod,cod,cod,Not Specified,Alaska pollock,pollock,,packager,,,P,,,United States Department of Justice (2011). Massachusetts Fish Packer Found Guilty of Falsely and Misleadingly Labeling Frozen Fish Fillets. United States Department of Justice.,2011,Government report,,yes,,yes,,,,,,,,,,,,,
156,DOJ 2011e,not specified,not specified,not specified,instance,MA (company),USA,2004-2005,,grouper,grouper,grouper,Pangasius hypophthalmus,Striped Catfish (Swai/ Sutchi) ,"catfish, asian ",,wholesale,,,EC+AqD,,,United States Department of Justice (2011). Seafood wholesaler sentenced for false labeling of fish. United States Department of Justice.,2011,Government report,,yes,,yes,,yes,,,,,,,,,,,
156,DOJ 2011e,,,,instance,MA (company),USA,2004-2005,,grouper,grouper,grouper,Pangasius bocourti,Basa (Catfish),"catfish, asian ",,,,,EC+P,,,,2011,,,no,,yes,,,,,,,,,,,,,
157,"NOAA 2012, DOJ 2011f, DOJ 2012b",not specified,not specified,not specified,instance,"Tampa, FL (company)",USA,2008-2009,,"shrimp, south america",shrimp,"shrimp, product of Panama/Ecuador/Honduras",Not Specified,"shrimp, asian",shrimp,,wholesale,,,EC+AqD,,,"1) National. Oceanic and Atmospheric Administration (2012). Company and Two Owners Sentenced on Charges of Mislabeling Shrimp. U. S. D. o. Justice, National. Oceanic and Atmospheric Administration Fisheries. 2) United States Department of Justice. (2011). Tampa Company and its president sentenced for mislabeling of shrimp. United States Attorney's Office: Southern District of Florida Retrieved from https://www.justice.gov/archive/usao/fls/PressReleases/2011/111122-01.html. 3) United States Department of Justice. (2012). Two Tampa Residents and a Tampa-Based Company Charged with Conspiracy to Sell Mislabeled Shrimp. United States Department of Justice Retrieved from https://www.justice.gov/archive/usao/fls/PressReleases/2012/120223-02.html.",2011,Government report,,yes,,yes,,,,,,,,,,,,,
158,DOJ 2013b ,,,,instance,"Addison, IL (company)",USA,2007-2010,,catfish,catfish,catfish,Pangasius hypophthalmus,Striped Catfish (Swai/ Sutchi) ,"catfish, asian ",,distributor,,"Patrick Bruno was fined $100,000 and sentenced to 5 years probation (the first 6 months of which under house arrest) for mislabelling fish to sell them for more",EC+AqD,,,United States Department of Justice. (2013) Addison Seafood Company And Its Owner Resolve Civil And Criminal. Charges Of Mislabeling Frozen Fish And Shrimp. United States Attorney’s Office: Northern District of Illinois Retrieved from https://www.justice.gov/usao-ndil/pr/addison-seafood-company-and-its-owner-resolve-civil-and-criminal-charges-mislabeling.,2013,Government report,,yes,,yes,,yes,1,,,,,,,,,,
158,"DOJ 2013a, DOJ 2013b ",,,,instance,"Addison, IL (company)",USA,2007-2010,,"snapper, Pacific",snapper,Pacific snapper,Not Specified,perch,perch,,,,,EC,,,,,,,no,,yes,,,,,,,,,,,,,
158,DOJ 2013b ,,,,,"Addison, IL (company)",USA,2007-2010,,"snapper, Pacific",snapper,pacific snapper,Not Specified,perch,perch,1,distributor,,,EC,,,,2013,,,yes,,yes,,,,,,,,,,,,,
158,"DOJ 2013a, DOJ 2013b ",,,,instance,"Addison, IL (company)",USA,2007-2010,,"snapper, red",snapper,red snapper,Not Specified,perch,perch,,,,,EC,,,,,,,no,,yes,,,,,,,,,,,,,
158,DOJ 2013b ,,,,,"Addison, IL (company)",USA,2007-2010,,"snapper, Red",snapper,red snapper,Not Specified,perch,perch,1,distributor,,,EC,,,,2013,,,yes,,yes,,,,,,,,,,,,,
159,DOJ 2011h,not specified,not specified,not specified,instance,"Bellingham, WA",USA,2005-2007,,"salmon, chinook",salmon,chinook salmon,Oncorhynchus kisutch,"salmon, coho",salmon,,processor,,,P+EC,,NE,United States Department of Justice. (2011). Fish processor sentenced to prison for selling falsely labeled salmon. United States Attorney's Office: Western District of Washington Retrieved from https://www.justice.gov/archive/usao/waw/press/2011/apr/jay.html.,2006,Government report,,yes,,yes,,,,,,,,,,,,,
160,"NOAA 2009, ECS Monthly Bulletin 2009a",not specified,not specified,not specified,instance,"WA (company), UT, TX (purchasers)",USA,2003-2006,,halibut,halibut,US halibut,Reinhardtius hippoglossoides,"turbot, Greenland",halibut,,distributor,,,P,,NE,"1) National. Oceanic and Atmospheric Administration (2009) Washington State Fish Broker Fined, Sentenced to Jail in False Seafood Labeling Scheme.  2) United States Department of Justice. (2009) Environmental. crimes monthly bulletin June 2009. United States Department of Justice.",2009,Government report,,yes,,yes,,,,,,,,,,,,,
161,"ECS Monthly Bulletin 2009b, p.15",not specified,not specified,not specified,instance,FL (company),USA,2005-2007,,"roe, bowfin",roe,bowfin roe,Polyodon spathula,American paddlefish,caviar/roe,,"retail, export",,,EC,,VU,"United States Department of Justice (2009). Environmental. crimes monthly bulletin March 2009, p.15. E. Janes, United States Department of Justice.",2009,Government report,,yes,,yes,,,,,,,,,,,,,
162,ECS Monthly Bulletin 2009d,,,,instance,FL (company),USA,2001,,"bass, golden sea","bass, sea",golden sea bass,Centropomus undecimalis,snook,snook,,,,,EC,,LC,,,,,no,,yes,,,,,,,,,,,,,
162,"ECS Monthly Bulletin 2009d, p.6",not specified,not specified,not specified,instance,FL (company),USA,2001,,"bass, sea","bass, sea",sea bass,Centropomus undecimalis,snook,snook,,,,,EC,,LC,"United States Department of Justice (2009). Environmental. crimes monthly bulletin July 2009, p.6. E. Janes, United States Department of Justice.",2009,Government report,,yes,,yes,,,,,,,,,,,,,
163,"ECS Monthly Bulletin 2009d, p.13",not specified,not specified,not specified,instance,GA (company),USA,2004-2006,,grouper,grouper,imported grouper,Pangasius hypophthalmus,striped catfish (Swai/ Sutchi) ,"catfish, asian ",,"retail, wholesale",,,EC+AqD,,,"United States Department of Justice (2009). Environmental. crimes monthly bulletin July 2009, p.13. E. Janes, United States Department of Justice.",2009,Government report,,yes,,yes,,yes,,,,,,,,,,,
163,ECS Monthly Bulletin 2009d,,,,instance,GA (company),USA,2004-2006,,grouper,grouper,imported grouper pengoseous,Pangasius hypophthalmus,Striped Catfish (Swai/ Sutchi) ,"catfish, asian ",,,,,EC+AqD,,,,,,,no,,yes,,,,,,,,,,,,,
164,"ECS Monthly Bulletin 2010, p.10",not specified,not specified,not specified,instance,,USA,2004-2006,,grouper,grouper,grouper,Not Specified,Vietnamese catfish,"catfish, asian ",,importer,,,EC+AqD,,,"United States Department of Justice (2010). Environmental. crimes section monthly bulletin August 2010, p.10. E. Janes.",2010,Government report,,yes,,yes,,,,,,,,,,,,,
165,DOJ 2011g,not specified,not specified,not specified,instance,"Hialeah, FL (company)",USA,2010,,"salmon, chum",salmon,"salmon, chum (product of Russia)",Not Specified,"salmon, China",salmon,,importer,,,,,,United States Department of Justice (2011). Florida and Rhode Island seafood companies sentenced for conspiracy to mislabel shrimp and salmon. United States Department of Justice.,2011,Government report,,yes,,yes,,,,,,,,,,,,,
165,DOJ 2011g,,,,instance,"Hialeah, FL (company)",USA,2010,,"shrimp, south america",shrimp,shrimp (product of Panama/Ecuador/Honduras),Oncorhynchus keta,chum salmon,salmon,,importer,,,EC+AqD,,NE,,2011,,,no,,yes,,,,,,,,,,,,,
166,"ECS Monthly Bulletin 2011, p.12",not specified,not specified,not specified,instance,FL (purchaser),USA,2010,,haddock,haddock,haddock (product of USA),Not Specified,haddock (product of China),haddock,,retail,,,,,,"United States Department of Justice (2011). Environmental. crimes section monthly bulletin February 2011, p.12. E. Janes.",2011,Government report,,yes,,yes,,,,,,,,,,,,,
167,NOAA Fisheries Office of Law Enforcement 2013,not specified,not specified,not specified,instance,"Santa Monica, CA (company), CA (purchaser)",USA,2009-2010,,tuna,tuna,fatty tuna,Balaenoptera borealis,whale,"whale, sei",,retail,,,na,,EN,National. Oceanic and Atmospheric Administration Fisheries (2013). Grand Jury Indicts Santa Monica Restaurant And Sushi Chefs On Federal. Charges Related To Sale Of Protected Whale Meat.,2013,Government report,,yes,,yes,,,,,,,,,,,,,
168,Seaman 2016a,not specified,not specified,not specified,instance,"New Bedford, MA (company)",USA,~1986-2016,,haddock,haddock,haddock,Not Specified,sole,sole,,"fisher, wholesaler",,,P,,,"Seaman, T. (2016) Feds: Rafael told undercover agents he’s been running fraud scheme for 30 years. Undercurrent News  ",2016,Journalism,,yes,,yes,,,,,,,,,,,,,
168,Seaman 2016b,,,,instance,"New Bedford, MA (company)",USA,~1986-2016,,haddock,haddock,haddock,Not Specified,dab,dab,,,,,P+EC,,,,2016,,,no,,yes,,,,,,,,,,,,,
170,Warner et al. 2015b,,,,,"Washington, DC",USA,2013-2014,,"salmon, king",salmon,"salmon, king",Oncorhynchus keta,Chum Salmon (Chum or Keta salmon),salmon,1,restaurant,,,P+EC,,NE,,,,,yes,,,,,,,,,,,,,,,
170,Warner et al. 2015b,,,,,"Washington, DC",USA,2013-2014,,"salmon, king",salmon,"salmon, king",Salmo salar,Atlantic Salmon (Atlantic Salmon),salmon,2,restaurant,,,EC+AqD+P,,,,,,,yes,,,,yes,,,,,,,,,,,
