Study number,Study authors & year,Number of samples,Number of mislabeled samples,fraction fish mislabeled,Fraud map category,Sampling Area (where retail fish purchased),Country,Date of Study,repeat?,fish name (sortable),seafood type,Label,Actual. (Latin),Actual. (Common),Species group,Total. N (mislabeled),Point in supply chain,Amount of processing,Notes,Health Risk,Species Geographic Range,IUCN Conservation Status,Reference ,Publishing date,Type of study,Website,In fraud map?,Fraud Map ID#,In endnote?,Mislabeling (DNA verified),Potentially Farmed?,farmed n,Fraud/mislabeling?,,,,,,,,,
170,Warner et al. 2015b,,,,,Virginia,USA,2013-2014,,"salmon, king",salmon,"salmon, king",Salmo salar,Atlantic Salmon (Atlantic Salmon),salmon,1,restaurant,,,EC+AqD+P,,,,,,,yes,,,,yes,,,,,,,,,,,
170,Warner et al. 2015b,,,,,NYC,USA,2013-2014,,"salmon, wild",salmon,"salmon, wild",Oncorhynchus mykiss,Rainbow Trout (Rainbow or Steelhead trout),salmon,1,restaurant,,,P,,NE,,,,,yes,,,,yes,,,,,,,,,,,
170,Warner et al. 2015b,,,,,"Washington, DC",USA,2013-2014,,"salmon, wild",salmon,"salmon, wild",Salmo salar,Atlantic Salmon (Atlantic Salmon),salmon,5,restaurant,,,EC+AqD+P,,,,,,,yes,,,,yes,,,,,,,,,,,
170,Warner et al. 2015b,,,,,Virginia,USA,2013-2014,,"salmon, wild",salmon,"salmon, wild",Salmo salar,Atlantic Salmon (Atlantic Salmon),salmon,7,restaurant,,,EC+AqD+P,,,,,,,yes,,,,yes,,,,,,,,,,,
170,Warner et al. 2015b,,,,,NYC,USA,2013-2014,,"salmon, wild",salmon,"salmon, wild",Salmo salar,Atlantic Salmon (Atlantic Salmon),salmon,4,restaurant,,,EC+AqD+P,,,,,,,yes,,,,yes,,,,,,,,,,,
170,Warner et al. 2015b,,,,,NYC,USA,2013-2014,,"salmon, wild",salmon,"salmon, wild",Salmo salar,Atlantic Salmon (Atlantic Salmon),salmon,2,retail,,,EC+AqD+P,,,,,,,yes,,,,yes,,,,,,,,,,,
170,Warner et al. 2015b,,,,,Chicago,USA,2013-2014,,"salmon, wild",salmon,"salmon, wild",Salmo salar,Atlantic Salmon (Atlantic Salmon),salmon,5,restaurant,,,EC+AqD+P,,,,,,,yes,,,,yes,,,,,,,,,,,
170,Warner et al. 2015b,,,,,"Savannah, GA",USA,2013-2014,,"salmon, wild",salmon,"salmon, wild",Salmo salar,Atlantic Salmon (Atlantic Salmon),salmon,1,restaurant,,,EC+AqD+P,,,,,,,yes,,,,yes,,,,,,,,,,,
170,Warner et al. 2015b,,,,,NYC,USA,2013-2014,,"salmon, wild, Atlantic",salmon,"salmon, wild, Atlantic",Salmo salar,Atlantic Salmon (Atlantic Salmon),salmon,1,retail,,,EC+AqD+P,,,,,,,yes,,,,yes,,,,,,,,,,,
170,Warner et al. 2015b,82,35,0.43,25-50,"Washington, DC",USA,2013-2014,,"salmon, wild, Canada",salmon,"salmon steak, wild, Canada",Salmo salar,,salmon,1,retail,,,EC+AqD+P,,,"Warner, K., Mustain, P., Carolin, C., Disla, C., Golden Kroner, R., Lowell, B., & Hirshfield, M. (2015). Oceana reveals mislabeling of America's favorite fish: Salmon. Washington, DC: Oceana.",2015,NGO Report,,yes,,yes,yes,yes,,,,,,,,,,,
170,Warner et al. 2015b,,,,,Virginia,USA,2013-2014,,"salmon, wild, Canada",salmon,"salmon, wild, Canada",Salmo salar,Atlantic Salmon (Atlantic Salmon),salmon,1,retail,,,EC+AqD+P,,,,,,,yes,,,,yes,,,,,,,,,,,
170,Warner et al. 2015b,,,,,NYC,USA,2013-2014,,"salmon, wild, king",salmon,"salmon, wild, king",Salmo salar,Atlantic Salmon (Atlantic Salmon),salmon,1,retail,,,EC+AqD+P,,,,,,,yes,,,,yes,,,,,,,,,,,
170,Warner et al. 2015b,,,,,NYC,USA,2013-2014,,"salmon, wild, king, USA",salmon,"salmon, wild, king, USA",Salmo salar,Atlantic Salmon (Atlantic Salmon),salmon,1,retail,,,EC+AqD+P,,,,,,,yes,,,,yes,,,,,,,,,,,
170,Warner et al. 2015b,,,,,Virginia,USA,2013-2014,,"salmon, wild, silverbrite, USA",salmon,"salmon, wild, silverbrite, USA",Oncorhynchus keta,Chum Salmon (Chum or Keta salmon),salmon,1,retail,,,P+EC,,NE,,,,,yes,,,,,,,,,,,,,,,
181,Arnett 2016,,,,,,USA,,,catfish,catfish,catfish,Not Specified,tilapia,tilapia,2,"retail, restaurant",,,,,,,,,,yes,,,,,,,,,,,,,,,
181,Arnett 2016,,,,,,USA,,,cod,cod,cod,Not Specified,tilapia,tilapia,2,"retail, restaurant",,,,,,,,,,yes,,,,,,,,,,,,,,,
181,Arnett 2016,,,,,,USA,,,snapper,snapper,snapper,Not Specified,tilapia,tilapia,1,"retail, restaurant",,,EC,,,,,,,yes,,,yes,yes,,,,,,,,,,,
181,Arnett 2016,,,,,,USA,,,snapper,snapper,snapper,Not Specified,bass,bass,5,"retail, restaurant",,,EC,,,,,,,yes,,,yes,,,,,,,,,,,,
181,Arnett 2016,,,,,,USA,,,snapper,snapper,snapper,Not Specified,sea bream,sea bream,,"retail, restaurant",,,,,,,,,,yes,,,yes,,,,,,,,,,,,
181,Arnett 2016,52,16,0.31,25-50,"Oak Park, IL",USA,2016,,"tuna, super white",tuna,super white tuna,Lepidocybium flavobrunneum,escolar,escolar,3,"retail, restaurant",,"12/28 restaurants, 4/24 grocery stores, fish markets, delis had mislabeling",NT+H,,LC,"Arnett, L. (2016, 6/2/2016). What's in your sushi? Possibly not what you think. Crain's Chicago Business. Retrieved from http://www.chicagobusiness.com/article/20160602/BLOGS09/160529869/dominican-university-students-find-fish-mislabeling-prevalent",2016,Journalism (secondary),,yes,,yes,yes,,,,,,,,,,,,
207,Marko et al. 2014,38,,29% species mislabelled,instance,,USA,not specified,,Chilean sea bass (aka Patagonian Toothfish),,Chilean Sea bass,,unspecified,,,retail,,"This study had substitutions of other species for Chilean sea bass, but that wasn't the main point",,,,"Marko, P. B., Nance, H. A., & van den Hurk, P. (2014). Seafood substitutions obscure patterns of mercury contamination in Patagonian toothfish (Dissostichus eleginoides) or ""Chilean sea bass"". PLoS ONE, 9(8), e104140. doi:10.1371/journal.pone.0104140",,,,yes,,yes,location,,,,,,,,,,,,
207,Marko et al. 2014,22 actual. Chilean Sea Bass labelled as MSC,,23% said MSC chilean sea bass but really non-MSC chilean sea bass (but was still a chilean sea bass),,,USA,,,"seabass, Chilean",,MSC Certified Chilean Sea bass,,non-MSC Chilean sea bass,,,retail,,"haplotypes from sea bass not from the certified fishery were being labelled as MSC certified. The fish with the non-MSC fishery haplotypes had higher mercury concentrations (except 1, which was from a place with similar conditions to the MSC fishery)",,,,,,,,yes,,yes,,,,,,,,,,,,,
212,DOJ 2016,,,,instance,Florida,USA,,,salmon,,,,,,,distributor,evidence of EMA,if used-check with legal. on language,,,,United States Department of Justice. (2016). Florida Seafood Company Sentenced in Federal. Court for Violating the Lacey Act for Falsely Labeling Salmon. U.S. Attorney’s Office: Southern District of Florida.,2014,Government report,,yes,,,,,,,,,,,,,,,
213,"Littlefield, 2015",8,8,,instance,San Diego,USA,2014,,lobster,lobster,lobster roll,,crawfish,,,restaurant,evidence of EMA,"San Diego City Attny office investigation, based on Oceana work",,,,"Littlefield, D. (2015, December 7, 2015). Sushi investigation nets seafood fraud convictions, San Diego Union Tribune. Retrieved from http://www.sandiegouniontribune.com/news/2015/dec/07/phony-lobster-rolls-nets-fraud-pleas/ ",2015,Journalism (secondary),,yes,,yes,,,,,,,,,,,,,
216,"Kallet and Schlink, 1933",,,,instance,California,USA,1933,,"salmon, canned",salmon,,,mackerel,,,,,cited in Jaquet and Pauly 2008,,,,,1933,Book,,pending,,,,,,,,,,,,,,,
218,"Willette, 2017",43,43,1,,"California, Los Angeles",USA,,,halibut,halibut,halibut sushi,"Hippoglossus hippoglossus, H. stenolepis","Flounder, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"Willette, 2017",38,3,0.08,,"California, Los Angeles",USA,,,mackerel,mackerel,mackerel sushi,"Scomber spp., Scomberomorus spp. ",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"Willette, 2017",47,6,0.13,,"California, Los Angeles",USA,,,salmon,salmon,salmon sushi,"Salmo salar, Oncorhynchus spp.",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"Willette, 2017",32,32,1,,"California, Los Angeles",USA,,,"snapper, red",snapper,red snapper sushi,Lutjanus campechanus,"Seabream (77% of time), 7 other fish taxon",,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"Willette, 2017",28,1,0.04,,"California, Los Angeles",USA,,,tuna,tuna,tuna sushi,Thunnus spp.,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"Willette, 2017",45,4,0.09,,"California, Los Angeles",USA,,,"tuna, albacore",tuna,albacore sushi,Thunnus alalunga,Other tuna (80% of time),,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"Willette, 2017",15,4,0.27,,"California, Los Angeles",USA,,,"tuna, bigeye",tuna,bigeye sushi,Thannus obesus,Other tuna (80% of time),,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"Willette, 2017",9,7,0.78,,"California, Los Angeles",USA,,,"tuna, yellowfin",tuna,yellowfin sushi,Thunnus albacares,Other tuna (80% of time),,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"Willette, 2017",55,51,0.93,,"California, Los Angeles",USA,,,yellowtail,yellowtail,yellowtail sushi,Seriola lalandi,Amberjack (98% of time),,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"Willette, 2017",323,151,0.47,,"California, Los Angeles",USA,2012-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,CBS San Francisco 2017,1,1,1,,"California, San Francisco",USA,,,halibut,halibut,hirame,,California halibut ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,CBS San Francisco 2017,1,1,1,,"California, Oakland",USA,,,halibut,halibut,hirame,,olive flounder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,CBS San Francisco 2017,1,1,1,,"California, San Jose",USA,,,halibut,halibut,hirame,,olive flounder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,CBS San Francisco 2017,1,1,1,,"California, San Francisco",USA,,,"snapper, red",snapper,red snapper,,white bass,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,CBS San Francisco 2017,1,1,1,,"California, Oakland",USA,,,"snapper, red",snapper,red snapper,,white bass,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,CBS San Francisco 2017,1,1,1,,"California, San Jose",USA,,,"snapper, red",snapper,red snapper,,Japanese seabream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,CBS San Francisco 2017,1,1,1,,"California, Sausalito",USA,,,"snapper, red",snapper,red snapper,,silvergray rockfish,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,CBS San Francisco 2017,1,1,1,,"California, Oakland",USA,,,tuna,tuna,super white tuna,,escolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,CBS San Francisco 2017,1,1,1,,"California, San Francisco",USA,,,tuna,tuna,walu walu super white tuna,,escolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,CBS San Francisco 2017,1,1,1,,"California, San Rafael",USA,,,tuna,tuna,super white tuna,,escolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,CBS San Francisco 2017,1,1,1,,"California, Walnut Creek",USA,,,tuna,tuna,super white tuna,,escolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,CBS San Francisco 2017,16,11,0.69,,California,USA,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Mitchell & Hellberg 2016,1,1,1,,"California, Orange County",USA,,,"tuna, canned",tuna,tongol tuna,S. orientalis,not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Mitchell & Hellberg 2016,23,1,0.04,,"California, Orange County",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Stern 2017,3,1,0.33,,"Washington, DC ",USA,,,"seabass, chilean",seabass,chilean seabass,Dissostichus mawsoni,antarctic toothfish,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Stern 2017,1,1,1,,"Washington, DC ",USA,,,"shrimp, rock",shrimp,rock shrimp rempura,Litopenaeus vannamei,whiteleg shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Stern 2017,1,1,1,,"Washington, DC ",USA,,,"tuna, albacore",tuna,sesame crusted albacore tuna,Thunnus albacares,yellowfin tuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Stern 2017,1,1,1,,"Washington, DC ",USA,,,"tuna, yellowfin",tuna,ahi tuna,Thunnus alalunga,albacore tuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Stern 2017,12,4,0.33,,"Washington, DC ",USA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,York 2017,1,1,1,,"Santa Cruz, CA",USA,,,salmon,salmon,salmon,,rainbow trout,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,York 2017,15,5,0.33,,"Santa Cruz, CA",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,977,11178,2700.8,,,,,,,,969,,955,,,2255,,,,818,,661,83,,101,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
